path,label
./data\368. Gorebyss\sprites\gorebyss6.png,367
./data\368. Gorebyss\sprites\gorebyss7.png,367
./data\368. Gorebyss\sprites\gorebyss8.png,367
./data\368. Gorebyss\sprites\gorebyss9.png,367
./data\369. Relicanth\relicanth0.jpg,368
./data\369. Relicanth\relicanth1.jpg,368
./data\369. Relicanth\relicanth2.png,368
./data\369. Relicanth\sprites\relicanth-f1.png,368
./data\369. Relicanth\sprites\relicanth-f10.png,368
./data\369. Relicanth\sprites\relicanth-f2.png,368
./data\369. Relicanth\sprites\relicanth-f3.png,368
./data\369. Relicanth\sprites\relicanth-f4.png,368
./data\369. Relicanth\sprites\relicanth-f7.png,368
./data\369. Relicanth\sprites\relicanth-f8.png,368
./data\369. Relicanth\sprites\relicanth-f9.png,368
./data\369. Relicanth\sprites\relicanth0.png,368
./data\369. Relicanth\sprites\relicanth5.png,368
./data\369. Relicanth\sprites\relicanth6.png,368
./data\370. Luvdisc\luvdisc0.jpg,369
./data\370. Luvdisc\luvdisc1.jpg,369
./data\370. Luvdisc\luvdisc2.png,369
./data\370. Luvdisc\sprites\luvdisc0.png,369
./data\370. Luvdisc\sprites\luvdisc1.png,369
./data\370. Luvdisc\sprites\luvdisc2.png,369
./data\370. Luvdisc\sprites\luvdisc3.png,369
./data\370. Luvdisc\sprites\luvdisc4.png,369
./data\370. Luvdisc\sprites\luvdisc5.png,369
./data\370. Luvdisc\sprites\luvdisc6.png,369
./data\370. Luvdisc\sprites\luvdisc7.png,369
./data\370. Luvdisc\sprites\luvdisc8.png,369
./data\370. Luvdisc\sprites\luvdisc9.png,369
./data\371. Bagon\bagon0.jpg,370
./data\371. Bagon\bagon1.jpg,370
./data\371. Bagon\bagon2.png,370
./data\371. Bagon\sprites\bagon0.png,370
./data\371. Bagon\sprites\bagon1.png,370
./data\371. Bagon\sprites\bagon10.png,370
./data\371. Bagon\sprites\bagon2.png,370
./data\371. Bagon\sprites\bagon3.png,370
./data\371. Bagon\sprites\bagon4.png,370
./data\371. Bagon\sprites\bagon5.png,370
./data\371. Bagon\sprites\bagon6.png,370
./data\371. Bagon\sprites\bagon7.png,370
./data\371. Bagon\sprites\bagon8.png,370
./data\371. Bagon\sprites\bagon9.png,370
./data\372. Shelgon\shelgon0.jpg,371
./data\372. Shelgon\shelgon1.jpg,371
./data\372. Shelgon\shelgon2.png,371
./data\372. Shelgon\sprites\shelgon0.png,371
./data\372. Shelgon\sprites\shelgon1.png,371
./data\372. Shelgon\sprites\shelgon10.png,371
./data\372. Shelgon\sprites\shelgon2.png,371
./data\372. Shelgon\sprites\shelgon3.png,371
./data\372. Shelgon\sprites\shelgon4.png,371
./data\372. Shelgon\sprites\shelgon5.png,371
./data\372. Shelgon\sprites\shelgon6.png,371
./data\372. Shelgon\sprites\shelgon7.png,371
./data\372. Shelgon\sprites\shelgon8.png,371
./data\372. Shelgon\sprites\shelgon9.png,371
./data\373. Salamence\salamence-mega2.jpg,372
./data\373. Salamence\salamence0.jpg,372
./data\373. Salamence\salamence1.jpg,372
./data\373. Salamence\salamence3.png,372
./data\373. Salamence\sprites\salamence0.png,372
./data\373. Salamence\sprites\salamence1.png,372
./data\373. Salamence\sprites\salamence10.png,372
./data\373. Salamence\sprites\salamence2.png,372
./data\373. Salamence\sprites\salamence3.png,372
./data\373. Salamence\sprites\salamence4.png,372
./data\373. Salamence\sprites\salamence5.png,372
./data\373. Salamence\sprites\salamence6.png,372
./data\373. Salamence\sprites\salamence7.png,372
./data\373. Salamence\sprites\salamence8.png,372
./data\373. Salamence\sprites\salamence9.png,372
./data\374. Beldum\beldum-shiny3.jpg,373
./data\374. Beldum\beldum0.jpg,373
./data\374. Beldum\beldum1.jpg,373
./data\374. Beldum\beldum2.png,373
./data\374. Beldum\sprites\beldum0.png,373
./data\374. Beldum\sprites\beldum1.png,373
./data\374. Beldum\sprites\beldum10.png,373
./data\374. Beldum\sprites\beldum2.png,373
./data\374. Beldum\sprites\beldum3.png,373
./data\374. Beldum\sprites\beldum4.png,373
./data\374. Beldum\sprites\beldum5.png,373
./data\374. Beldum\sprites\beldum6.png,373
./data\374. Beldum\sprites\beldum7.png,373
./data\374. Beldum\sprites\beldum8.png,373
./data\374. Beldum\sprites\beldum9.png,373
./data\375. Metang\metang0.jpg,374
./data\375. Metang\metang1.jpg,374
./data\375. Metang\metang2.png,374
./data\375. Metang\sprites\metang0.png,374
./data\375. Metang\sprites\metang1.png,374
./data\375. Metang\sprites\metang10.png,374
./data\375. Metang\sprites\metang2.png,374
./data\375. Metang\sprites\metang3.png,374
./data\375. Metang\sprites\metang4.png,374
./data\375. Metang\sprites\metang5.png,374
./data\375. Metang\sprites\metang6.png,374
./data\375. Metang\sprites\metang7.png,374
./data\375. Metang\sprites\metang8.png,374
./data\375. Metang\sprites\metang9.png,374
./data\376. Metagross\metagross-mega-shiny5.jpg,375
./data\376. Metagross\metagross-mega2.jpg,375
./data\376. Metagross\metagross-shiny4.jpg,375
./data\376. Metagross\metagross0.jpg,375
./data\376. Metagross\metagross1.jpg,375
./data\376. Metagross\metagross3.png,375
./data\376. Metagross\sprites\metagross0.png,375
./data\376. Metagross\sprites\metagross1.png,375
./data\376. Metagross\sprites\metagross10.png,375
./data\376. Metagross\sprites\metagross2.png,375
./data\376. Metagross\sprites\metagross3.png,375
./data\376. Metagross\sprites\metagross4.png,375
./data\376. Metagross\sprites\metagross5.png,375
./data\376. Metagross\sprites\metagross6.png,375
./data\376. Metagross\sprites\metagross7.png,375
./data\376. Metagross\sprites\metagross8.png,375
./data\376. Metagross\sprites\metagross9.png,375
./data\377. Regirock\regirock0.jpg,376
./data\377. Regirock\regirock1.jpg,376
./data\377. Regirock\regirock2.png,376
./data\377. Regirock\sprites\regirock0.png,376
./data\377. Regirock\sprites\regirock1.png,376
./data\377. Regirock\sprites\regirock2.png,376
./data\377. Regirock\sprites\regirock3.png,376
./data\377. Regirock\sprites\regirock4.png,376
./data\377. Regirock\sprites\regirock5.png,376
./data\377. Regirock\sprites\regirock6.png,376
./data\377. Regirock\sprites\regirock7.png,376
./data\377. Regirock\sprites\regirock8.png,376
./data\378. Regice\regice0.jpg,377
./data\378. Regice\regice1.jpg,377
./data\378. Regice\regice2.png,377
./data\378. Regice\sprites\regice0.png,377
./data\378. Regice\sprites\regice1.png,377
./data\378. Regice\sprites\regice2.png,377
./data\378. Regice\sprites\regice3.png,377
./data\378. Regice\sprites\regice4.png,377
./data\378. Regice\sprites\regice5.png,377
./data\378. Regice\sprites\regice6.png,377
./data\378. Regice\sprites\regice7.png,377
./data\378. Regice\sprites\regice8.png,377
./data\379. Registeel\registeel0.jpg,378
./data\379. Registeel\registeel1.jpg,378
./data\379. Registeel\registeel2.png,378
./data\379. Registeel\sprites\registeel0.png,378
./data\379. Registeel\sprites\registeel1.png,378
./data\379. Registeel\sprites\registeel2.png,378
./data\379. Registeel\sprites\registeel3.png,378
./data\379. Registeel\sprites\registeel4.png,378
./data\379. Registeel\sprites\registeel5.png,378
./data\379. Registeel\sprites\registeel6.png,378
./data\379. Registeel\sprites\registeel7.png,378
./data\379. Registeel\sprites\registeel8.png,378
./data\380. Latias\latias-legendary4.jpg,379
./data\380. Latias\latias-mega2.jpg,379
./data\380. Latias\latias0.jpg,379
./data\380. Latias\latias1.jpg,379
./data\380. Latias\latias3.png,379
./data\380. Latias\sprites\latias0.png,379
./data\380. Latias\sprites\latias1.png,379
./data\380. Latias\sprites\latias2.png,379
./data\380. Latias\sprites\latias3.png,379
./data\380. Latias\sprites\latias4.png,379
./data\380. Latias\sprites\latias5.png,379
./data\380. Latias\sprites\latias6.png,379
./data\380. Latias\sprites\latias7.png,379
./data\381. Latios\latios-legendary4.jpg,380
./data\381. Latios\latios-mega2.jpg,380
./data\381. Latios\latios0.jpg,380
./data\381. Latios\latios1.jpg,380
./data\381. Latios\latios3.png,380
./data\381. Latios\sprites\latios0.png,380
./data\381. Latios\sprites\latios1.png,380
./data\381. Latios\sprites\latios2.png,380
./data\381. Latios\sprites\latios3.png,380
./data\381. Latios\sprites\latios4.png,380
./data\381. Latios\sprites\latios5.png,380
./data\381. Latios\sprites\latios6.png,380
./data\381. Latios\sprites\latios7.png,380
./data\382. Kyogre\kyogre-legendary4.jpg,381
./data\382. Kyogre\kyogre-primal2.jpg,381
./data\382. Kyogre\kyogre0.jpg,381
./data\382. Kyogre\kyogre1.jpg,381
./data\382. Kyogre\kyogre3.png,381
./data\382. Kyogre\sprites\kyogre0.png,381
./data\382. Kyogre\sprites\kyogre1.png,381
./data\382. Kyogre\sprites\kyogre2.png,381
./data\382. Kyogre\sprites\kyogre3.png,381
./data\382. Kyogre\sprites\kyogre4.png,381
./data\382. Kyogre\sprites\kyogre5.png,381
./data\382. Kyogre\sprites\kyogre6.png,381
./data\382. Kyogre\sprites\kyogre7.png,381
./data\383. Groudon\groudon-legendary4.jpg,382
./data\383. Groudon\groudon-primal2.jpg,382
./data\383. Groudon\groudon0.jpg,382
./data\383. Groudon\groudon1.jpg,382
./data\383. Groudon\groudon3.png,382
./data\383. Groudon\sprites\groudon0.png,382
./data\383. Groudon\sprites\groudon1.png,382
./data\383. Groudon\sprites\groudon2.png,382
./data\383. Groudon\sprites\groudon3.png,382
./data\383. Groudon\sprites\groudon4.png,382
./data\383. Groudon\sprites\groudon5.png,382
./data\383. Groudon\sprites\groudon6.png,382
./data\383. Groudon\sprites\groudon7.png,382
./data\384. Rayquaza\rayquaza-mega2.jpg,383
./data\384. Rayquaza\rayquaza0.jpg,383
./data\384. Rayquaza\rayquaza1.jpg,383
./data\384. Rayquaza\rayquaza3.png,383
./data\384. Rayquaza\sprites\rayquaza0.png,383
./data\384. Rayquaza\sprites\rayquaza1.png,383
./data\384. Rayquaza\sprites\rayquaza2.png,383
./data\384. Rayquaza\sprites\rayquaza3.png,383
./data\384. Rayquaza\sprites\rayquaza4.png,383
./data\384. Rayquaza\sprites\rayquaza5.png,383
./data\384. Rayquaza\sprites\rayquaza6.png,383
./data\384. Rayquaza\sprites\rayquaza7.png,383
./data\385. Jirachi\jirachi0.jpg,384
./data\385. Jirachi\jirachi1.jpg,384
./data\385. Jirachi\jirachi2.png,384
./data\385. Jirachi\sprites\jirachi0.png,384
./data\385. Jirachi\sprites\jirachi1.png,384
./data\385. Jirachi\sprites\jirachi2.png,384
./data\385. Jirachi\sprites\jirachi3.png,384
./data\385. Jirachi\sprites\jirachi4.png,384
./data\385. Jirachi\sprites\jirachi5.png,384
./data\385. Jirachi\sprites\jirachi6.png,384
./data\385. Jirachi\sprites\jirachi7.png,384
./data\385. Jirachi\sprites\jirachi8.png,384
./data\386. Deoxys\deoxys-attack2.jpg,385
./data\386. Deoxys\deoxys-attack6.png,385
./data\386. Deoxys\deoxys-defense3.jpg,385
./data\386. Deoxys\deoxys-defense7.png,385
./data\386. Deoxys\deoxys-normal1.jpg,385
./data\386. Deoxys\deoxys-normal5.png,385
./data\386. Deoxys\deoxys-speed4.jpg,385
./data\386. Deoxys\deoxys-speed8.png,385
./data\386. Deoxys\deoxys0.jpg,385
./data\386. Deoxys\sprites\deoxys-normal0.png,385
./data\386. Deoxys\sprites\deoxys-normal1.png,385
./data\386. Deoxys\sprites\deoxys-normal2.png,385
./data\386. Deoxys\sprites\deoxys-normal3.png,385
./data\386. Deoxys\sprites\deoxys-normal4.png,385
./data\386. Deoxys\sprites\deoxys-normal5.png,385
./data\386. Deoxys\sprites\deoxys-normal6.png,385
./data\386. Deoxys\sprites\deoxys-normal7.png,385
./data\387. Turtwig\turtwig-platinum2.jpg,386
./data\387. Turtwig\turtwig0.jpg,386
./data\387. Turtwig\turtwig1.jpg,386
./data\387. Turtwig\turtwig3.png,386
./data\387. Turtwig\sprites\turtwig0.png,386
./data\387. Turtwig\sprites\turtwig1.png,386
./data\387. Turtwig\sprites\turtwig2.png,386
./data\387. Turtwig\sprites\turtwig3.png,386
./data\387. Turtwig\sprites\turtwig4.png,386
./data\387. Turtwig\sprites\turtwig5.png,386
./data\387. Turtwig\sprites\turtwig6.png,386
./data\387. Turtwig\sprites\turtwig7.png,386
./data\388. Grotle\grotle0.jpg,387
./data\388. Grotle\grotle1.jpg,387
./data\388. Grotle\grotle2.png,387
./data\388. Grotle\sprites\grotle0.png,387
./data\388. Grotle\sprites\grotle1.png,387
./data\388. Grotle\sprites\grotle2.png,387
./data\388. Grotle\sprites\grotle3.png,387
./data\388. Grotle\sprites\grotle4.png,387
./data\388. Grotle\sprites\grotle5.png,387
./data\388. Grotle\sprites\grotle6.png,387
./data\388. Grotle\sprites\grotle7.png,387
./data\389. Torterra\torterra0.jpg,388
./data\389. Torterra\torterra1.jpg,388
./data\389. Torterra\torterra2.png,388
./data\389. Torterra\sprites\torterra0.png,388
./data\389. Torterra\sprites\torterra1.png,388
./data\389. Torterra\sprites\torterra2.png,388
./data\389. Torterra\sprites\torterra3.png,388
./data\389. Torterra\sprites\torterra4.png,388
./data\389. Torterra\sprites\torterra5.png,388
./data\389. Torterra\sprites\torterra6.png,388
./data\389. Torterra\sprites\torterra7.png,388
./data\390. Chimchar\chimchar-platinum2.jpg,389
./data\390. Chimchar\chimchar0.jpg,389
./data\390. Chimchar\chimchar1.jpg,389
./data\390. Chimchar\chimchar3.png,389
./data\390. Chimchar\sprites\chimchar0.png,389
./data\390. Chimchar\sprites\chimchar1.png,389
./data\390. Chimchar\sprites\chimchar2.png,389
./data\390. Chimchar\sprites\chimchar3.png,389
./data\390. Chimchar\sprites\chimchar4.png,389
./data\390. Chimchar\sprites\chimchar5.png,389
./data\390. Chimchar\sprites\chimchar6.png,389
./data\390. Chimchar\sprites\chimchar7.png,389
./data\391. Monferno\monferno0.jpg,390
./data\391. Monferno\monferno1.jpg,390
./data\391. Monferno\monferno2.png,390
./data\391. Monferno\sprites\monferno0.png,390
./data\391. Monferno\sprites\monferno1.png,390
./data\391. Monferno\sprites\monferno2.png,390
./data\391. Monferno\sprites\monferno3.png,390
./data\391. Monferno\sprites\monferno4.png,390
./data\391. Monferno\sprites\monferno5.png,390
./data\391. Monferno\sprites\monferno6.png,390
./data\391. Monferno\sprites\monferno7.png,390
./data\392. Infernape\infernape0.jpg,391
./data\392. Infernape\infernape1.jpg,391
./data\392. Infernape\infernape2.png,391
./data\392. Infernape\sprites\infernape0.png,391
./data\392. Infernape\sprites\infernape1.png,391
./data\392. Infernape\sprites\infernape2.png,391
./data\392. Infernape\sprites\infernape3.png,391
./data\392. Infernape\sprites\infernape4.png,391
./data\392. Infernape\sprites\infernape5.png,391
./data\392. Infernape\sprites\infernape6.png,391
./data\392. Infernape\sprites\infernape7.png,391
./data\393. Piplup\piplup-platinum2.jpg,392
./data\393. Piplup\piplup0.jpg,392
./data\393. Piplup\piplup1.jpg,392
./data\393. Piplup\piplup3.png,392
./data\393. Piplup\sprites\piplup0.png,392
./data\393. Piplup\sprites\piplup1.png,392
./data\393. Piplup\sprites\piplup2.png,392
./data\393. Piplup\sprites\piplup3.png,392
./data\393. Piplup\sprites\piplup4.png,392
./data\393. Piplup\sprites\piplup5.png,392
./data\393. Piplup\sprites\piplup6.png,392
./data\393. Piplup\sprites\piplup7.png,392
./data\394. Prinplup\prinplup0.jpg,393
./data\394. Prinplup\prinplup1.jpg,393
./data\394. Prinplup\prinplup2.png,393
./data\394. Prinplup\sprites\prinplup0.png,393
./data\394. Prinplup\sprites\prinplup1.png,393
./data\394. Prinplup\sprites\prinplup2.png,393
./data\394. Prinplup\sprites\prinplup3.png,393
./data\394. Prinplup\sprites\prinplup4.png,393
./data\394. Prinplup\sprites\prinplup5.png,393
./data\394. Prinplup\sprites\prinplup6.png,393
./data\394. Prinplup\sprites\prinplup7.png,393
./data\395. Empoleon\empoleon0.jpg,394
./data\395. Empoleon\empoleon1.jpg,394
./data\395. Empoleon\empoleon2.png,394
./data\395. Empoleon\sprites\empoleon0.png,394
./data\395. Empoleon\sprites\empoleon1.png,394
./data\395. Empoleon\sprites\empoleon2.png,394
./data\395. Empoleon\sprites\empoleon3.png,394
./data\395. Empoleon\sprites\empoleon4.png,394
./data\395. Empoleon\sprites\empoleon5.png,394
./data\395. Empoleon\sprites\empoleon6.png,394
./data\395. Empoleon\sprites\empoleon7.png,394
./data\396. Starly\starly0.jpg,395
./data\396. Starly\starly1.jpg,395
./data\396. Starly\starly2.png,395
./data\396. Starly\sprites\starly-f0.png,395
./data\396. Starly\sprites\starly-f1.png,395
./data\396. Starly\sprites\starly-f2.png,395
./data\396. Starly\sprites\starly-f3.png,395
./data\396. Starly\sprites\starly-f4.png,395
./data\396. Starly\sprites\starly-f5.png,395
./data\396. Starly\sprites\starly-f6.png,395
./data\396. Starly\sprites\starly-f7.png,395
./data\397. Staravia\staravia0.jpg,396
./data\397. Staravia\staravia1.jpg,396
./data\397. Staravia\staravia2.png,396
./data\397. Staravia\sprites\staravia-f0.png,396
./data\397. Staravia\sprites\staravia-f1.png,396
./data\397. Staravia\sprites\staravia-f2.png,396
./data\397. Staravia\sprites\staravia-f3.png,396
./data\397. Staravia\sprites\staravia-f4.png,396
./data\397. Staravia\sprites\staravia-f5.png,396
./data\397. Staravia\sprites\staravia-f6.png,396
./data\397. Staravia\sprites\staravia-f7.png,396
./data\398. Staraptor\staraptor0.jpg,397
./data\398. Staraptor\staraptor1.jpg,397
./data\398. Staraptor\staraptor2.png,397
./data\398. Staraptor\sprites\staraptor-f0.png,397
./data\398. Staraptor\sprites\staraptor-f1.png,397
./data\398. Staraptor\sprites\staraptor-f2.png,397
./data\398. Staraptor\sprites\staraptor-f3.png,397
./data\398. Staraptor\sprites\staraptor-f4.png,397
./data\398. Staraptor\sprites\staraptor-f5.png,397
./data\398. Staraptor\sprites\staraptor-f6.png,397
./data\398. Staraptor\sprites\staraptor-f7.png,397
./data\399. Bidoof\bidoof0.jpg,398
./data\399. Bidoof\bidoof1.jpg,398
./data\399. Bidoof\bidoof2.png,398
./data\399. Bidoof\sprites\bidoof-f0.png,398
./data\399. Bidoof\sprites\bidoof-f1.png,398
./data\399. Bidoof\sprites\bidoof-f2.png,398
./data\399. Bidoof\sprites\bidoof-f3.png,398
./data\399. Bidoof\sprites\bidoof-f4.png,398
./data\399. Bidoof\sprites\bidoof-f5.png,398
./data\399. Bidoof\sprites\bidoof-f6.png,398
./data\399. Bidoof\sprites\bidoof-f7.png,398
./data\400. Bibarel\bibarel0.jpg,399
./data\400. Bibarel\bibarel1.jpg,399
./data\400. Bibarel\bibarel2.png,399
./data\400. Bibarel\sprites\bibarel-f0.png,399
./data\400. Bibarel\sprites\bibarel-f1.png,399
./data\400. Bibarel\sprites\bibarel-f2.png,399
./data\400. Bibarel\sprites\bibarel-f3.png,399
./data\400. Bibarel\sprites\bibarel-f4.png,399
./data\400. Bibarel\sprites\bibarel-f5.png,399
./data\400. Bibarel\sprites\bibarel-f6.png,399
./data\400. Bibarel\sprites\bibarel-f7.png,399
./data\401. Kricketot\kricketot0.jpg,400
./data\401. Kricketot\kricketot1.jpg,400
./data\401. Kricketot\kricketot2.png,400
./data\401. Kricketot\sprites\kricketot-f0.png,400
./data\401. Kricketot\sprites\kricketot-f1.png,400
./data\401. Kricketot\sprites\kricketot-f2.png,400
./data\401. Kricketot\sprites\kricketot-f3.png,400
./data\401. Kricketot\sprites\kricketot-f4.png,400
./data\401. Kricketot\sprites\kricketot-f5.png,400
./data\401. Kricketot\sprites\kricketot-f6.png,400
./data\401. Kricketot\sprites\kricketot-f7.png,400
./data\402. Kricketune\kricketune0.jpg,401
./data\402. Kricketune\kricketune1.jpg,401
./data\402. Kricketune\kricketune2.png,401
./data\402. Kricketune\sprites\kricketune-f0.png,401
./data\402. Kricketune\sprites\kricketune-f1.png,401
./data\402. Kricketune\sprites\kricketune-f2.png,401
./data\402. Kricketune\sprites\kricketune-f3.png,401
./data\402. Kricketune\sprites\kricketune-f4.png,401
./data\402. Kricketune\sprites\kricketune-f5.png,401
./data\402. Kricketune\sprites\kricketune-f6.png,401
./data\402. Kricketune\sprites\kricketune-f7.png,401
./data\403. Shinx\shinx0.jpg,402
./data\403. Shinx\shinx1.jpg,402
./data\403. Shinx\shinx2.png,402
./data\403. Shinx\sprites\shinx-f0.png,402
./data\403. Shinx\sprites\shinx-f1.png,402
./data\403. Shinx\sprites\shinx-f2.png,402
./data\403. Shinx\sprites\shinx-f4.png,402
./data\403. Shinx\sprites\shinx-f5.png,402
./data\403. Shinx\sprites\shinx-f6.png,402
./data\403. Shinx\sprites\shinx3.png,402
./data\404. Luxio\luxio0.jpg,403
./data\404. Luxio\luxio1.jpg,403
./data\404. Luxio\luxio2.png,403
./data\404. Luxio\sprites\luxio-f0.png,403
./data\404. Luxio\sprites\luxio-f1.png,403
./data\404. Luxio\sprites\luxio-f2.png,403
./data\404. Luxio\sprites\luxio-f4.png,403
./data\404. Luxio\sprites\luxio-f5.png,403
./data\404. Luxio\sprites\luxio-f6.png,403
./data\404. Luxio\sprites\luxio3.png,403
./data\405. Luxray\luxray0.jpg,404
./data\405. Luxray\luxray1.jpg,404
./data\405. Luxray\luxray2.png,404
./data\405. Luxray\sprites\luxray-f0.png,404
./data\405. Luxray\sprites\luxray-f1.png,404
./data\405. Luxray\sprites\luxray-f2.png,404
./data\405. Luxray\sprites\luxray-f4.png,404
./data\405. Luxray\sprites\luxray-f5.png,404
./data\405. Luxray\sprites\luxray-f6.png,404
./data\405. Luxray\sprites\luxray3.png,404
./data\406. Budew\budew0.jpg,405
./data\406. Budew\budew1.jpg,405
./data\406. Budew\budew2.png,405
./data\406. Budew\sprites\budew0.png,405
./data\406. Budew\sprites\budew1.png,405
./data\406. Budew\sprites\budew2.png,405
./data\406. Budew\sprites\budew3.png,405
./data\406. Budew\sprites\budew4.png,405
./data\406. Budew\sprites\budew5.png,405
./data\406. Budew\sprites\budew6.png,405
./data\407. Roserade\roserade0.jpg,406
./data\407. Roserade\roserade1.jpg,406
./data\407. Roserade\roserade2.png,406
./data\407. Roserade\sprites\roserade-f0.png,406
./data\407. Roserade\sprites\roserade-f1.png,406
./data\407. Roserade\sprites\roserade-f2.png,406
./data\407. Roserade\sprites\roserade-f4.png,406
./data\407. Roserade\sprites\roserade-f5.png,406
./data\407. Roserade\sprites\roserade-f6.png,406
./data\407. Roserade\sprites\roserade3.png,406
./data\408. Cranidos\cranidos0.jpg,407
./data\408. Cranidos\cranidos1.jpg,407
./data\408. Cranidos\cranidos2.png,407
./data\408. Cranidos\sprites\cranidos0.png,407
./data\408. Cranidos\sprites\cranidos1.png,407
./data\408. Cranidos\sprites\cranidos2.png,407
./data\408. Cranidos\sprites\cranidos3.png,407
./data\408. Cranidos\sprites\cranidos4.png,407
./data\408. Cranidos\sprites\cranidos5.png,407
./data\408. Cranidos\sprites\cranidos6.png,407
./data\408. Cranidos\sprites\cranidos7.png,407
./data\408. Cranidos\sprites\cranidos8.png,407
./data\408. Cranidos\sprites\cranidos9.png,407
./data\409. Rampardos\rampardos0.jpg,408
./data\409. Rampardos\rampardos1.jpg,408
./data\409. Rampardos\rampardos2.png,408
./data\409. Rampardos\sprites\rampardos0.png,408
./data\409. Rampardos\sprites\rampardos1.png,408
./data\409. Rampardos\sprites\rampardos2.png,408
./data\409. Rampardos\sprites\rampardos3.png,408
./data\409. Rampardos\sprites\rampardos4.png,408
./data\409. Rampardos\sprites\rampardos5.png,408
./data\409. Rampardos\sprites\rampardos6.png,408
./data\409. Rampardos\sprites\rampardos7.png,408
./data\409. Rampardos\sprites\rampardos8.png,408
./data\409. Rampardos\sprites\rampardos9.png,408
./data\410. Shieldon\shieldon0.jpg,409
./data\410. Shieldon\shieldon1.jpg,409
./data\410. Shieldon\shieldon2.png,409
./data\410. Shieldon\sprites\shieldon0.png,409
./data\410. Shieldon\sprites\shieldon1.png,409
./data\410. Shieldon\sprites\shieldon2.png,409
./data\410. Shieldon\sprites\shieldon3.png,409
./data\410. Shieldon\sprites\shieldon4.png,409
./data\410. Shieldon\sprites\shieldon5.png,409
./data\410. Shieldon\sprites\shieldon6.png,409
./data\410. Shieldon\sprites\shieldon7.png,409
./data\410. Shieldon\sprites\shieldon8.png,409
./data\410. Shieldon\sprites\shieldon9.png,409
./data\411. Bastiodon\bastiodon0.jpg,410
./data\411. Bastiodon\bastiodon1.jpg,410
./data\411. Bastiodon\bastiodon2.png,410
./data\411. Bastiodon\sprites\bastiodon0.png,410
./data\411. Bastiodon\sprites\bastiodon1.png,410
./data\411. Bastiodon\sprites\bastiodon2.png,410
./data\411. Bastiodon\sprites\bastiodon3.png,410
./data\411. Bastiodon\sprites\bastiodon4.png,410
./data\411. Bastiodon\sprites\bastiodon5.png,410
./data\411. Bastiodon\sprites\bastiodon6.png,410
./data\411. Bastiodon\sprites\bastiodon7.png,410
./data\411. Bastiodon\sprites\bastiodon8.png,410
./data\411. Bastiodon\sprites\bastiodon9.png,410
./data\412. Burmy\burmy-plant1.jpg,411
./data\412. Burmy\burmy-plant4.png,411
./data\412. Burmy\burmy-sandy2.jpg,411
./data\412. Burmy\burmy-sandy5.png,411
./data\412. Burmy\burmy-trash3.jpg,411
./data\412. Burmy\burmy-trash6.png,411
./data\412. Burmy\burmy0.jpg,411
./data\412. Burmy\sprites\burmy-plant0.png,411
./data\412. Burmy\sprites\burmy-plant1.png,411
./data\412. Burmy\sprites\burmy-plant2.png,411
./data\412. Burmy\sprites\burmy-plant3.png,411
./data\412. Burmy\sprites\burmy-plant4.png,411
./data\412. Burmy\sprites\burmy-plant5.png,411
./data\412. Burmy\sprites\burmy-plant6.png,411
./data\412. Burmy\sprites\burmy-plant7.png,411
./data\413. Wormadam\wormadam-plant1.jpg,412
./data\413. Wormadam\wormadam-plant4.png,412
./data\413. Wormadam\wormadam-sandy2.jpg,412
./data\413. Wormadam\wormadam-sandy5.png,412
./data\413. Wormadam\wormadam-trash3.jpg,412
./data\413. Wormadam\wormadam-trash6.png,412
./data\413. Wormadam\wormadam0.jpg,412
./data\413. Wormadam\sprites\wormadam-plant0.png,412
./data\413. Wormadam\sprites\wormadam-plant1.png,412
./data\413. Wormadam\sprites\wormadam-plant2.png,412
./data\413. Wormadam\sprites\wormadam-plant3.png,412
./data\413. Wormadam\sprites\wormadam-plant4.png,412
./data\413. Wormadam\sprites\wormadam-plant5.png,412
./data\413. Wormadam\sprites\wormadam-plant6.png,412
./data\413. Wormadam\sprites\wormadam-plant7.png,412
./data\414. Mothim\mothim0.jpg,413
./data\414. Mothim\mothim1.jpg,413
./data\414. Mothim\mothim2.png,413
./data\414. Mothim\sprites\mothim0.png,413
./data\414. Mothim\sprites\mothim1.png,413
./data\414. Mothim\sprites\mothim2.png,413
./data\414. Mothim\sprites\mothim3.png,413
./data\414. Mothim\sprites\mothim4.png,413
./data\414. Mothim\sprites\mothim5.png,413
./data\414. Mothim\sprites\mothim6.png,413
./data\414. Mothim\sprites\mothim7.png,413
./data\415. Combee\combee0.jpg,414
./data\415. Combee\combee1.jpg,414
./data\415. Combee\combee2.png,414
./data\415. Combee\sprites\combee-f0.png,414
./data\415. Combee\sprites\combee-f1.png,414
./data\415. Combee\sprites\combee-f2.png,414
./data\415. Combee\sprites\combee-f4.png,414
./data\415. Combee\sprites\combee-f5.png,414
./data\415. Combee\sprites\combee-f6.png,414
./data\415. Combee\sprites\combee3.png,414
./data\416. Vespiquen\vespiquen0.jpg,415
./data\416. Vespiquen\vespiquen1.jpg,415
./data\416. Vespiquen\vespiquen2.png,415
./data\416. Vespiquen\sprites\vespiquen0.png,415
./data\416. Vespiquen\sprites\vespiquen1.png,415
./data\416. Vespiquen\sprites\vespiquen2.png,415
./data\416. Vespiquen\sprites\vespiquen3.png,415
./data\416. Vespiquen\sprites\vespiquen4.png,415
./data\416. Vespiquen\sprites\vespiquen5.png,415
